SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_to_total_ratio,services_count,high_value_at_risk,support_bundle
1,1,0,2,1,0,0,0,1,0,1,1,1,95.5,181.65,0,True,True,False,False,False,True,False,False,0,0.5228579249931563,4,1,0
0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,0,False,False,False,True,False,False,False,True,2,0.03527153483164041,5,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,True,False,True,False,False,False,False,False,0,0.9528301886792453,1,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,45.25,45.25,0,True,False,False,False,False,False,False,False,0,0.9783783783783784,1,0,0
0,1,1,72,1,1,1,1,0,1,1,0,0,99.9,7251.7,0,False,True,False,False,True,False,False,False,3,0.013774180649964841,5,0,1
0,0,0,5,1,0,0,0,0,0,0,0,1,69.7,316.9,1,True,True,False,False,False,False,True,False,0,0.21925133689839574,1,0,0
0,0,0,46,1,0,0,0,1,0,0,0,1,74.8,3548.3,0,False,True,False,False,False,True,False,False,2,0.021074578085819737,2,1,0
0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,1,True,True,False,False,False,False,True,False,2,0.02995563692697697,5,1,0
0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,1,False,True,False,False,False,False,False,False,0,0.08843998553868401,4,1,0
0,1,1,10,1,0,0,1,0,0,0,0,0,49.55,475.7,0,True,False,False,True,False,False,False,True,0,0.1039437801552339,2,0,0
0,1,1,70,1,1,1,1,0,0,1,0,1,69.2,4872.35,0,False,False,False,False,True,True,False,False,3,0.01419967783967907,4,0,0
0,1,1,17,1,0,0,0,0,0,0,0,0,20.75,418.25,0,False,False,True,True,False,False,False,True,1,0.04949314251639833,1,0,0
0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0,False,False,False,False,True,True,False,False,3,0.016421762691647215,6,0,1
0,1,0,13,1,1,1,1,0,1,1,0,1,76.2,981.45,0,False,False,False,False,False,False,True,False,1,0.07756119904320831,5,1,1
0,0,0,49,1,1,0,0,0,0,0,1,1,84.5,3906.7,0,False,True,False,False,False,False,True,False,3,0.021623973181155155,2,1,0
0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,0,True,False,False,False,False,False,False,True,0,0.5025510204081632,2,0,0
0,0,0,2,1,0,0,0,0,0,1,0,1,80.65,144.15,1,False,True,False,False,False,False,True,False,0,0.555632104719256,2,1,0
0,0,0,52,1,1,1,0,0,1,1,1,1,79.75,4217.8,0,True,False,False,False,True,True,False,False,3,0.01890347966246326,5,0,0
0,1,1,69,1,1,1,0,1,1,0,0,1,64.15,4254.1,0,False,False,False,False,True,True,False,False,3,0.015076026415360391,4,0,0
1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,0,False,True,False,False,False,False,True,False,2,0.023504134383748942,3,1,0
0,0,0,15,1,0,1,1,0,0,1,1,1,99.1,1426.4,1,False,True,False,False,False,True,False,False,1,0.06942693008266777,5,1,0
1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0,False,False,False,False,False,True,False,False,2,0.039631625466883355,4,0,0
1,1,0,8,1,1,0,1,0,0,0,0,1,80.65,633.3,1,False,True,False,False,False,True,False,False,0,0.12714803720636925,2,1,0
1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,0,False,False,False,True,False,True,False,False,3,0.01679248881061617,6,0,1
1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,1,True,True,False,False,False,False,True,False,1,0.05443243705625731,3,1,0
0,1,1,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,0,False,True,False,True,False,True,False,False,3,0.01578688888184785,4,0,0
1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,0,True,True,False,True,False,False,True,False,3,0.0153235321130084,6,0,1
0,1,1,34,1,1,0,0,0,0,0,0,0,24.95,894.3,0,False,False,True,False,True,True,False,False,2,0.02786775382553334,1,0,0
0,0,0,72,1,1,0,0,1,1,1,1,1,107.5,7853.7,0,False,True,False,False,True,True,False,False,3,0.013686073306428,5,0,0
0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,False,True,False,False,False,False,True,False,2,0.021346190607676133,4,1,0
0,0,0,60,1,1,0,1,0,0,1,0,1,89.9,5450.7,0,True,True,False,False,False,False,False,False,3,0.01649026909037548,3,1,0
0,1,0,72,0,0,1,1,1,0,0,0,0,42.1,2962.0,0,True,False,False,False,True,False,False,False,3,0.01420857239284509,3,0,0
0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,False,False,False,True,False,True,False,False,1,0.056779041853668714,3,0,0
0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,1,False,True,False,False,False,False,True,False,0,0.10999126128750365,3,1,0
0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,0,False,False,False,False,False,False,True,False,0,0.3072215422276622,5,1,1
0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,0,True,True,False,True,False,False,True,False,2,0.02160844619113479,2,0,0
0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,False,False,False,False,True,False,False,True,2,0.03170282603474502,6,0,1
0,1,1,50,1,0,0,0,0,0,0,0,0,20.15,930.9,0,False,False,True,False,True,False,False,False,3,0.021622491683657045,1,0,0
0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,True,True,False,False,False,False,False,True,0,0.08988574323183429,3,1,0
0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,0,True,False,False,False,False,False,False,True,0,0.98001998001998,2,0,0
0,1,1,52,1,0,0,0,0,0,0,0,1,20.4,1090.65,0,False,False,True,True,False,False,True,False,3,0.01868730820317867,1,0,0
1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,0,True,True,False,False,True,False,False,False,3,0.015718309859154928,6,0,0
0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,0,True,False,True,False,True,False,False,False,3,0.01701038159371493,1,0,0
0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0,False,False,False,False,False,False,False,False,0,0.3615470852017937,4,0,0
1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,False,True,False,True,False,False,True,False,3,0.017995277257552317,6,0,0
0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,0,False,False,False,True,False,True,False,False,2,0.02068888599736045,2,0,0
0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,False,False,False,False,False,False,False,True,0,0.11308846352819452,3,0,0
1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,0,True,False,False,False,False,False,True,False,2,0.03538796572456564,5,1,0
0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,False,False,True,True,False,True,False,False,2,0.021271353482260183,1,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,False,True,False,False,False,False,True,False,0,0.9875544492843809,2,1,0
0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,False,False,False,False,False,False,True,False,0,0.0892557605720844,3,0,0
0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,False,True,False,False,False,False,False,False,0,0.15093392247439247,2,1,0
0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,False,True,False,False,False,False,False,False,2,0.02398059373917061,6,1,1
0,1,0,49,1,0,0,0,0,0,0,0,1,20.15,973.35,0,False,False,True,False,True,False,False,False,3,0.02068045363575717,1,0,0
0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,0,True,True,False,False,False,True,False,False,0,0.10796412068496875,4,1,0
0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0,False,False,False,True,False,False,False,False,2,0.028040334769563944,3,0,0
0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,False,False,True,False,True,False,False,False,2,0.0195179584120983,1,0,0
0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0,False,False,True,False,True,False,False,True,2,0.02149552849908415,1,0,0
0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,True,False,False,False,False,False,False,True,2,0.0334075723830735,1,0,0
0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,True,True,False,False,False,False,False,False,2,0.031911169881767266,3,1,0
1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,0,True,True,False,False,False,False,True,False,0,0.9867899603698811,2,1,0
0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,0,True,False,False,False,True,False,False,True,3,0.014697519793534841,6,0,0
0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,0,False,True,False,False,False,True,False,False,3,0.015623241418120427,6,1,0
0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,0,True,True,False,False,True,False,False,False,3,0.013525378516229784,5,0,0
0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,1,False,True,False,False,False,False,True,False,0,0.0850433564927021,2,1,0
0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,0,True,False,False,True,False,True,False,False,3,0.014074573130934584,4,0,1
0,0,0,5,1,0,0,0,0,0,0,0,0,21.05,113.85,1,True,False,True,False,False,False,False,True,0,0.18328254244666958,1,0,0
0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,0,True,False,True,False,True,False,False,False,3,0.018949648077964266,1,0,0
1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,1,False,True,False,False,False,False,True,False,2,0.03915722520373683,5,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,True,False,True,False,False,False,False,True,0,0.9528301886792453,1,0,0
0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,False,False,True,False,False,False,True,False,0,0.9511002444987775,1,0,0
0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,True,True,False,True,False,False,False,False,2,0.026340597792935176,4,0,0
1,1,0,66,0,0,0,1,1,0,1,0,0,45.55,3027.25,0,False,False,False,True,False,False,False,False,3,0.015041690745480061,3,0,0
0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,True,True,False,False,True,False,False,False,3,0.014449253564696531,6,0,1
0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,True,False,False,False,False,False,False,True,0,0.24011857707509882,0,0,0
0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,False,True,False,True,False,False,True,False,3,0.014259212354789467,5,0,0
0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,0,False,False,False,True,False,False,False,True,2,0.0324664836052334,1,0,0
0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,True,True,False,True,False,False,False,True,2,0.024054763786553805,3,0,0
0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,True,False,True,False,True,True,False,False,3,0.014220267546270845,1,0,0
0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,1,True,True,False,False,False,False,True,False,3,0.018464092826198975,4,1,0
0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,False,False,False,True,False,True,False,False,3,0.019042142446397767,4,0,0
0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,False,True,False,False,False,False,True,False,2,0.02317261257616748,4,1,0
1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,1,False,True,False,False,False,False,True,False,2,0.026662948957008173,1,1,0
0,1,1,64,0,0,0,1,0,1,1,1,1,54.6,3423.5,0,False,False,False,False,True,False,True,False,3,0.015943933420937365,4,0,1
0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,0,True,True,False,False,False,False,True,False,0,0.3602646351242983,4,1,0
0,0,0,36,0,0,1,0,0,0,0,0,0,31.05,1126.35,0,False,False,False,False,True,False,False,False,2,0.02754246684703065,1,0,0
0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,1,False,True,False,False,False,False,True,False,0,0.09407403931872566,4,1,0
0,0,0,41,1,0,0,0,0,0,0,0,0,20.65,835.15,0,False,False,True,False,True,False,False,True,2,0.0246965257429887,1,0,0
0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,0,True,True,False,False,False,True,False,False,2,0.03958004273901329,3,1,1
0,1,1,56,1,1,0,0,1,0,1,1,1,99.8,5515.45,0,False,True,False,True,False,True,False,False,3,0.01809134497729518,4,0,0
0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,False,False,True,False,False,False,False,True,0,0.18197802197802196,1,0,0
0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,True,True,False,False,False,False,True,False,0,0.32270657124268054,1,1,0
0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,0,False,False,False,False,False,False,False,True,0,0.14430055500213462,2,0,0
0,1,1,4,1,0,0,0,0,0,0,0,0,20.85,62.9,0,False,False,True,False,False,False,False,True,0,0.3262910798122066,1,0,0
0,0,0,33,1,0,1,0,0,1,1,0,1,88.95,3027.65,0,True,True,False,False,True,False,True,False,2,0.029369521073745727,4,0,0
1,0,0,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,1,False,True,False,False,False,False,True,False,2,0.03653171074186754,2,1,0
0,1,0,72,1,1,0,0,0,0,0,0,1,23.55,1723.95,0,True,False,True,False,True,False,False,False,3,0.013652569639699701,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,True,False,True,False,False,False,False,True,0,0.9518072289156626,1,0,0
1,0,0,71,0,0,1,1,0,0,1,1,1,56.45,3985.35,0,True,False,False,True,False,False,True,False,3,0.014160823811255913,4,0,0
0,0,0,13,1,1,0,0,0,0,0,1,1,85.95,1215.65,0,False,True,False,False,False,False,True,False,1,0.07064480335347059,2,1,0
0,1,1,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,False,False,False,False,False,True,False,False,2,0.03897183520101087,5,0,0
0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,0,True,False,False,False,True,False,False,False,3,0.015500904602741407,2,0,0
0,0,0,1,0,0,0,0,0,0,0,1,1,35.45,35.45,1,True,False,False,False,False,False,True,False,0,0.9725651577503429,1,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,True,False,False,False,False,False,True,False,0,0.539209726443769,1,0,0
0,0,0,43,1,1,0,0,0,0,0,0,1,25.7,1188.2,0,False,False,True,False,True,True,False,False,2,0.02161116717120753,1,0,0
0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,0,False,True,False,False,False,False,False,False,1,0.04214667041303737,2,1,0
0,1,1,64,1,0,0,0,0,0,0,0,0,20.2,1277.75,0,False,False,True,False,True,False,False,True,3,0.015796676441837732,1,0,0
0,0,1,57,1,0,0,0,0,0,0,0,1,19.6,1170.55,0,True,False,True,False,True,False,False,True,3,0.016729973112543213,1,0,0
1,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,False,True,False,False,False,False,False,True,0,0.9860041987403779,1,1,0
1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,0,False,False,False,False,True,True,False,False,3,0.013700761672099772,7,0,1
0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,False,False,False,False,False,False,True,False,0,0.12600726113521651,4,1,0
0,1,0,61,1,1,0,1,0,0,1,1,1,101.05,5971.25,0,False,True,False,False,True,False,False,False,3,0.016919921302691616,4,0,0
0,0,0,64,1,1,1,1,0,0,0,0,1,84.3,5289.05,0,True,True,False,True,False,True,False,False,3,0.015935577168457764,3,0,0
1,1,0,71,1,1,0,0,0,0,0,0,0,23.95,1756.2,0,True,False,True,False,True,False,False,False,3,0.013629638060550876,1,0,0
0,1,1,65,1,1,1,1,0,1,1,0,1,99.05,6416.7,0,False,True,False,False,True,True,False,False,3,0.015433878180656621,5,0,1
0,0,0,3,1,0,0,0,0,0,0,0,0,19.6,61.35,0,True,False,True,True,False,False,False,True,0,0.3143544506816359,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,True,False,False,False,False,False,True,False,0,0.9785637727759914,1,0,0
0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,0,True,False,False,True,False,True,False,False,2,0.033403247106346616,4,0,0
0,1,1,15,1,0,0,1,1,1,0,1,1,69.5,1071.4,0,True,False,False,False,False,False,False,True,1,0.06480790749720253,5,0,1
0,1,1,8,1,0,0,0,0,1,1,1,1,68.55,564.35,0,False,False,False,False,False,False,True,False,0,0.12125232157070841,4,0,0
0,0,0,7,1,1,0,0,0,0,1,1,0,95.0,655.5,1,True,True,False,False,False,False,False,True,0,0.1447067783701447,3,1,0
0,1,1,70,1,1,1,1,1,0,1,1,1,108.15,7930.55,0,False,True,False,True,False,True,False,False,3,0.01363541804565312,6,0,0
0,1,1,62,1,0,1,1,1,1,1,1,0,86.1,5215.25,0,True,False,False,False,True,False,True,False,3,0.01650611071171819,7,0,1
0,1,1,6,1,0,0,0,0,0,0,0,0,19.7,113.5,0,False,False,True,False,False,False,False,True,0,0.1720524017467249,1,0,0
0,1,1,14,1,0,0,0,0,0,0,1,1,80.9,1152.8,0,False,True,False,False,False,False,False,False,1,0.0701161379788525,2,1,0
0,0,0,22,1,1,0,0,0,0,1,0,1,84.15,1821.95,0,False,True,False,False,False,False,False,False,1,0.04616144161935325,2,1,0
0,1,1,22,1,0,0,0,0,0,0,0,0,20.15,419.9,0,True,False,True,True,False,False,False,True,1,0.047873604181515796,1,0,0
0,1,1,16,1,0,1,0,1,0,1,0,0,64.25,1024.0,0,True,False,False,False,True,False,False,True,1,0.06268292682926829,4,0,0
0,0,0,10,1,1,0,0,0,0,0,0,0,25.7,251.6,0,True,False,True,False,True,False,False,False,0,0.10174188440221694,1,0,0
0,0,1,13,1,0,1,1,0,0,0,0,1,56.0,764.55,0,False,False,False,False,False,False,True,False,1,0.07315002285938214,3,0,0
0,1,0,20,1,1,1,0,0,0,0,0,0,82.4,1592.35,1,False,True,False,False,False,False,True,False,1,0.05171494022029059,2,1,0
0,0,0,2,1,0,0,0,0,0,0,0,1,69.7,135.2,0,False,True,False,False,False,False,True,False,0,0.511747430249633,1,0,0
0,0,0,53,1,1,0,1,1,1,0,1,1,73.9,3958.25,0,True,False,False,False,True,False,False,False,3,0.018665151228136643,5,0,1
0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0,False,False,True,True,False,False,False,True,0,0.08769689229459345,1,0,0
0,1,0,69,1,0,0,0,0,0,0,0,0,19.9,1363.45,0,True,False,True,False,True,False,False,True,3,0.014584631170068524,1,0,0
0,0,0,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,False,True,False,False,False,False,False,False,0,0.2587591240875913,1,1,0
0,1,0,72,1,1,1,1,1,1,1,1,1,89.05,6254.45,0,True,False,False,False,True,False,False,False,3,0.014235586568512258,7,0,1
1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,True,False,False,False,False,False,True,False,3,0.017080159867279995,3,0,0
0,1,1,16,1,0,0,0,0,0,0,0,0,20.4,321.4,0,False,False,True,False,False,False,True,False,1,0.06327543424317618,1,0,0
0,1,0,43,1,0,1,0,1,1,0,0,1,84.25,3539.25,0,True,True,False,True,False,False,False,False,2,0.023797754395875996,4,0,0
0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,False,True,False,False,False,False,True,False,0,0.42821985233798193,5,1,0
0,1,0,14,1,0,0,1,1,1,1,1,0,81.95,1181.75,0,True,False,False,False,True,False,False,True,1,0.06928767702388501,6,0,1
0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,False,True,False,True,False,False,False,False,3,0.01896544829240982,4,0,0
0,0,0,32,1,0,0,0,0,0,0,0,0,20.55,654.55,0,False,False,True,True,False,False,False,False,2,0.03134772328579056,1,0,0
0,1,0,34,1,1,0,0,0,0,0,0,0,24.7,780.2,0,False,False,True,False,False,False,True,False,2,0.03161802355350742,1,0,0
1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,False,True,False,False,False,False,False,True,1,0.06492543821400541,1,1,0
1,0,0,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,False,True,False,False,False,False,False,False,0,0.15150614347998415,2,1,0
0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,0,False,True,False,False,False,False,False,False,1,0.06752123057202371,5,1,0
0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252.0,0,True,False,True,True,False,True,False,False,3,0.016400638467677576,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,1,False,False,False,False,False,False,False,False,0,0.9676898222940226,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0,False,False,False,False,False,False,False,True,0,0.978401727861771,1,0,0
0,0,0,8,1,1,0,0,0,0,0,1,0,84.5,662.65,1,True,True,False,False,False,False,False,False,0,0.12732615083251714,2,1,0
0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,0,True,False,False,True,False,True,False,False,2,0.030456749378641564,5,0,0
0,0,0,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,1,False,True,False,False,False,False,True,False,1,0.07122635150316811,3,1,0
0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,False,False,False,False,False,False,True,False,0,0.9612403100775194,0,0,0
0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,0,True,False,False,False,False,False,False,True,1,0.050543982046153096,2,0,0
0,0,0,3,0,0,0,0,0,1,0,0,0,30.4,82.15,0,True,False,False,False,False,False,True,False,0,0.36560432952495486,1,0,0
0,0,0,13,1,0,0,0,0,0,0,0,0,19.65,244.8,0,False,False,True,True,False,False,True,False,1,0.07994304312449145,1,0,0
0,1,0,40,1,1,0,1,0,0,0,0,0,56.6,2379.1,0,False,False,False,False,False,True,False,False,2,0.023780513423805723,2,0,0
0,1,1,43,1,1,1,0,0,1,0,1,1,71.9,3173.35,0,True,False,False,True,False,True,False,False,2,0.022650306361932368,4,0,0
0,1,0,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,True,True,False,False,False,False,True,False,0,0.17105263157894737,4,1,0
0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,0,False,False,True,False,True,False,False,False,3,0.014349026445800639,1,0,0
0,1,1,72,1,1,1,1,1,0,1,1,0,109.7,8129.3,0,False,True,False,False,True,True,False,False,3,0.013492737045373479,6,0,0
